date,loans,deposits,deposit_movement,loan_growth_mom_pct,gca,ead,provisions,stage_1_share_pct,stage_2_share_pct,stage_3_share_pct,rwa,cet1_capital,at1_capital,tier2_capital,hqla,net_cash_outflows,ecb_rate_pct,avg_loan_yield_pct,avg_deposit_cost_pct,nii,fee_income,operating_income,operating_costs,pre_tax_profit,total_assets,total_liabilities
2023-07-31,307731.0308631462,340461.41346777073,1262.0536323999404,0.07443300247554603,307731.0308631462,332349.5133321979,4887.680268519784,89.44534076028305,8.079205882336312,2.4754533573806405,176401.1660590525,28677.0345329191,5500,4000,81303.24894383064,51564.96247601586,3.6007193043403087,4.63994494404126,2.763580989693132,405.80195899539626,89.75488400175097,694.1762359686256,1110.2611855600524,-416.0849495914267,539034.2798069768,490461.41346777073
2023-08-31,308217.2127615579,339471.961887749,-989.451580021705,0.15798923399048767,308217.2127615579,332874.58978248254,4919.217016321294,89.50846395751438,7.996644363534168,2.4948916789514537,176606.36915436503,28366.399780620417,5500,4000,81769.15131473496,52901.618862422016,3.579309985885901,4.695339747901398,2.7731963238957653,421.46844441161306,89.89668705545438,704.2900412643457,1116.5172253180965,-443.76393185526126,539986.3640762928,489471.961887749
2023-09-30,309598.0351739898,340074.8818532029,602.9199654538534,0.44800301711251006,309598.0351739898,334365.87798790896,4909.401075545111,89.60771065430487,7.9152510952280615,2.4770382504670634,177171.0978867632,28050.491444153948,5500,4000,81530.9327001862,51834.479468875026,3.5415929610310455,4.713257829577908,2.786642873630085,426.2900977407693,90.29942692574701,671.5918190832837,1122.8894426068096,-451.2976235235259,541128.967874176,490074.8818532029
2023-10-31,311578.94188030716,340641.83680541173,566.9549522088491,0.6398318081069528,311578.94188030716,336505.2572307318,4983.891942655483,89.37583372441334,8.12745293469468,2.496713340891974,178418.1001132254,27693.527087948536,5500,4000,83058.12823491704,50719.04474278562,3.536417755427255,4.665769556462348,2.7474639611111127,431.54530932527234,90.87719138175625,690.9765145504887,1126.4347277335592,-509.94908029344265,544637.0701152242,490641.83680541173
2023-11-30,312472.87043792603,341326.97635118634,685.1395457746112,0.28690275158655304,312472.87043792603,337470.7000729601,4999.336585736312,89.32211862201227,8.182730241407787,2.4951511365799397,178916.27194581777,27364.66660508418,5500,4000,83735.20925211441,51715.065872533356,3.5534430683338263,4.662447196920522,2.7447926908206104,433.3470575153183,91.1379205443951,681.5403767508177,1135.8964234762088,-469.8006898062205,546208.0796900404,491326.97635118634
2023-12-31,313886.1621198433,341938.08997458284,611.1136233964935,0.452292603814377,313886.1621198433,338997.05508943077,5018.945239920609,89.37658282166953,8.127944238447775,2.495472939882695,179566.51646358482,27070.696752557407,5500,4000,82588.92401290641,51743.55668121881,3.574107749808819,4.657512108862467,2.7150864372432664,444.6142753422333,91.55013061828764,746.0180887716583,1146.3663667684668,-419.95693218110546,546475.0861327497,491938.08997458284
2024-01-31,315223.20035771444,342430.56754890096,492.4775743181235,0.42596278499230533,315223.20035771444,340441.0563863316,5041.212581160324,89.2567021335197,8.252468998568983,2.490828867911317,180349.5443507492,26750.37567623685,5500,4000,85768.54303758043,54219.79549335321,3.585459055822537,4.6872170445950125,2.727202561302831,453.035030567269,91.94010010433338,720.3149585053593,1155.6491548664403,-457.6015376007954,550991.7433952949,492430.56754890096
2024-02-29,315527.75643453095,344398.8957348371,1968.328185936145,0.09661600937714118,315527.75643453095,340769.97694929346,5113.697338375068,89.0949488270891,8.375069158279995,2.5299820146309004,180720.30008040598,26415.113448671404,5500,4000,86900.2558562075,52107.55326763133,3.627770909750363,4.7310108998957805,2.7526116636154376,453.9740313128642,92.02892896007153,753.2913661316529,1159.7526482961189,-478.94603937921056,552428.0122907385,494398.8957348371
2024-03-31,315599.99312645284,343511.6632114792,-887.2325233579031,0.022893926270744873,315599.99312645284,340847.9925765691,5137.644467583916,89.0365544507435,8.42044917531591,2.5429963739405923,180833.86294046737,26112.573071353552,5500,4000,84107.56884282969,51285.662038662726,3.6073177690798905,4.687321712283321,2.750086287504155,445.52665465204564,92.0499979952154,751.0301082297989,1159.2835180464533,-432.2005390255018,549707.5619692826,493511.6632114792
2024-04-30,315806.4373713158,343915.6075536888,403.9443422096083,0.065413260253214,315806.4373713158,341070.9523610211,5221.109851542881,88.95138902166487,8.454612244647073,2.593998733688064,181093.83127165952,25743.816228113268,5500,4000,83401.00254467847,51104.19734572548,3.5940346613043985,4.633804264561395,2.731698084733964,436.5930081688458,92.11021089996711,717.5207431246574,1160.8508495089557,-526.7954903432637,549207.4399159942,493915.6075536888
2024-05-31,316657.2719401959,343957.4086851259,41.80113143706694,0.2694164742055976,316657.2719401959,341989.8536954116,5264.975543710864,88.84974322045285,8.540405044846905,2.609851734700249,181645.73385785107,25400.27941872544,5500,4000,84817.38522719778,51970.68551127516,3.649947235221835,4.6624066100164425,2.76845534863459,436.7951916890944,92.35837098255713,718.1072548809038,1165.0084332669587,-490.76687055403795,551474.6571673937,493957.4086851259
2024-06-30,318970.9770023233,346455.4083656838,2497.9996805579285,0.7306653808867452,318970.9770023233,344488.6551625092,5367.029282122435,88.83709144403795,8.510596415331342,2.65231214063071,182876.48700627845,25015.890895053675,5500,4000,84922.63790986856,50397.98047833812,3.753638834728107,4.696710435605722,2.787298623662331,443.69969453676924,93.03320162567763,720.925062093097,1167.9977860697616,-549.126462388235,553893.6149121919,496455.4083656838
2024-07-31,320181.9318037107,348785.8361948849,2330.4278292011004,0.3796441960857699,320181.9318037107,345796.4863480076,5458.557764338957,88.71639814295631,8.58862488006794,2.6949769769757514,183667.66817041783,24622.907002508087,5500,4000,86288.38595620633,53409.67950797231,3.764285325147065,4.749579006448916,2.856834301347835,436.921700727774,93.3863967760823,704.7585369769906,1174.6356155398796,-561.4055607794112,556470.317759917,498785.8361948849
2024-08-31,320859.1363822296,349673.21171393176,887.375519046851,0.21150618172112706,320859.1363822296,346527.867292808,5480.942783215818,88.6592899096382,8.640945203314622,2.699764887047168,184073.4955805785,24273.444187767418,5500,4000,87659.87895892869,52740.90764976833,3.8505076906980937,4.823199767740583,2.877847085332318,451.05139910540413,93.5839147781503,708.2484419707578,1185.096015580565,-499.2325924866684,558519.0153411583,499673.21171393176
2024-09-30,321686.4306656444,351598.108890716,1924.8971767842304,0.25783722188580477,321686.4306656444,347421.345118896,5474.19456477234,88.71901181822793,8.592612851212124,2.6883753305599534,184410.72910919154,23942.810349664527,5500,4000,86482.65055345949,52082.26850665575,3.8469671587960583,4.86488066841339,2.9066518770392458,452.4939955546241,93.8252089441463,721.4378143022448,1193.7718687349443,-472.33405443269953,558169.0812191039,501598.108890716
2024-10-31,322812.1307899242,352945.22380099114,1347.1149102751515,0.3499370868551883,322812.1307899242,348637.10125311813,5575.306816349259,88.60434710182807,8.657517964289015,2.7381349338829164,185164.88641098104,23561.470543940628,5500,4000,86323.30477636958,51752.47415739605,3.857044279324347,4.874006749012713,2.908264657671337,455.77531971578526,94.15353814706123,744.757161348119,1188.4160608053428,-544.7711510341431,559135.4355662938,502945.22380099114
2024-11-30,323991.06902909325,355507.22347836784,2561.999677376705,0.3652087783331522,323991.06902909325,349910.3545514207,5622.122019638746,88.62914394917675,8.614016117606726,2.756839933216529,185757.27708238014,23210.05277949844,5500,4000,85759.18688661809,52959.79268499995,3.881108528719418,4.884139783211196,2.9284093535567193,451.12249263257297,94.49739513348554,723.7955012334019,1179.0056757184705,-502.0253777745554,559750.2559157114,505507.22347836784
2024-12-31,323432.69370886113,354262.719087998,-1244.504390369868,-0.17234281238226767,323432.69370886113,349307.30920557,5593.19912964814,88.75166346806822,8.498960675286947,2.7493758566448445,185337.9566972803,22879.56936358229,5500,4000,87302.64473465925,54942.74285752411,3.8134949813755044,4.878937204574847,2.931548770516095,449.5578032749288,94.3345356650845,711.4256555554466,1183.5448211499481,-472.1191655945015,560735.3384435204,504262.719087998
2025-01-31,324515.774841897,355235.1785139418,972.4594259438454,0.33487064050822923,324515.774841897,350477.0368292488,5588.336791147089,88.6163976582205,8.655840294011496,2.727762047768002,185993.50095856067,22544.30599905201,5500,4000,86804.79150481017,53224.063645370676,3.731628579468681,4.880651370022687,2.9267930465387346,453.4570922629392,94.65043432888662,708.8014960664148,1187.749159681101,-478.94766361468623,561320.5663467072,505235.1785139418
2025-02-28,324410.49867660215,356669.0689551808,1433.8904412389966,-0.03244100085617579,324410.49867660215,350363.33857073035,5615.76388065845,88.4617747517784,8.797788504719712,2.740436743501884,186120.90982353166,22198.54845556188,5500,4000,87881.53239216436,53692.029056934414,3.65545130026543,4.861551894226888,2.917957839120496,446.99430718228814,94.61972878067563,728.6908442688078,1195.2031026004902,-493.9393478430437,562292.0310687665,506669.0689551808
2025-03-31,323740.93854671327,356866.7476392472,197.678684066399,-0.20639286725315734,323740.93854671327,349640.21363045037,5566.954117109417,88.37772589418724,8.910327518833574,2.7119465869791917,185832.5552645763,21862.12634987959,5500,4000,88354.21672816227,52378.40680425334,3.6238151086176855,4.876022217504574,2.906747313097336,451.03879102949156,94.42444040945804,721.2511126022364,1201.8541207197925,-480.6030081175561,562095.1552748755,506866.7476392472
2025-04-30,325243.3301284492,357267.882306962,401.1346677147667,0.4640721647624283,325243.3301284492,351262.79653872515,5625.702574508465,88.42594916089881,8.838154764345818,2.7358960747553716,186571.0489663683,21475.41544730128,5500,4000,89420.51392845783,54478.34109706362,3.601204848804996,4.861530202113504,2.9651425671813483,434.8583889502662,94.86263795413102,711.407637960657,1205.1033271020501,-552.4441465404409,564663.844056907,507267.882306962
2025-05-31,326440.70524145383,356268.90616750135,-998.9761394606321,0.3681474767005345,326440.70524145383,352555.9616607702,5663.704174934108,88.35731265803423,8.89836893332792,2.7443184086378585,187257.70365665344,21115.09881066463,5500,4000,90137.2664814063,55419.77741098507,3.5642010364282046,4.8018629000411455,2.9044409387275065,443.9679294113705,95.21187236209072,739.5440150259208,1216.2804669383504,-514.7380523380727,566577.9717228601,506268.90616750135
2025-06-30,326826.0038200075,354444.5067459143,-1824.3994215870625,0.11803018813742558,326826.0038200075,352972.0841256081,5680.981707350709,88.18947485060504,9.066566475689925,2.743958673705026,187628.79560980375,20741.903411656283,5500,4000,89449.28920770943,52392.08793047465,3.538430622385468,4.6734273577946315,2.8543241069657013,429.74840608723775,95.32425111416886,698.4465438503697,1214.3052957314069,-533.1362842976386,566275.2930277169,504444.5067459143
2025-07-31,326681.7665325712,355296.2234706953,851.7167247810285,-0.044132745176469514,326681.7665325712,352816.3078551769,5723.938927827347,88.06431368978302,9.167180660462755,2.7685056497542204,187723.25939272923,20373.082913822578,5500,4000,88585.08388822057,53080.54815428194,3.4332667113213264,4.667764130889667,2.834879452581897,431.37622378282333,95.28218190533325,731.4790956175209,1215.4083006176054,-526.8864254767218,565266.8504207918,505296.2234706953
2025-08-31,328194.21489137644,354793.6969185381,-502.5265521572437,0.4629729950521912,328194.21489137644,354449.7520826866,5848.621709604094,87.79246018262056,9.38639112781942,2.821148689560018,188849.59607456913,19947.28392953046,5500,4000,88547.25138026036,53090.50862877157,3.3827423785369852,4.687774789174091,2.7751348793503423,461.58350269024106,95.72331267665146,733.0706223387327,1216.6721038364449,-608.2842632744592,566741.4662716368,504793.6969185381
2025-09-30,328056.8191209964,357184.29860547313,2390.601686935057,-0.04186416583410583,328056.8191209964,354301.36465067614,5869.624641270037,87.85276893850104,9.308014645649642,2.8392164158493047,188741.6677814285,19578.5463509006,5500,4000,86760.22509680633,52839.97861497438,3.3863854874781247,4.649391985896766,2.763882442758401,448.37444499608705,95.68323891029063,717.3145789557569,1223.0796167610422,-526.7679694712282,564817.0442178027,507184.29860547313
2025-10-31,328594.87153578247,356211.6207968073,-972.6778086658451,0.16401195872950974,328594.87153578247,354882.4612586451,5867.591066459496,87.80633485054267,9.364140380510465,2.8295247689468708,189049.18228542514,19226.990063536785,5500,4000,88965.16957121174,53445.89687254507,3.2772299744984936,4.571282906487554,2.685567137048081,454.5582473037149,95.84017086460322,724.7843557181919,1227.0076233807856,-502.2232676625937,567560.0411069943,506211.6207968073
2025-11-30,328875.6030735242,355687.2756437275,-524.3451530797756,0.08543393767213389,328875.6030735242,355185.65131940617,5848.239689676914,87.88797308693678,9.294911359641057,2.817115553422152,189086.42414863128,18871.025038699787,5500,4000,87276.06783385875,52052.952158305474,3.233995691170214,4.440892890236514,2.6369969766489856,435.4625474636963,95.92205089644456,731.3525704965766,1239.874034549432,-508.52146405285544,566151.670907383,505687.2756437275
2025-12-31,330674.3192892869,355067.04590068385,-620.2297430436593,0.546929051274306,330674.3192892869,357128.2648324299,5864.782228929411,87.85144852563663,9.343113687342965,2.8054377870204115,190017.24907031682,18520.626930859467,5500,4000,87503.39422583595,52789.950177875755,3.241982530691468,4.427787801986072,2.6087873209447334,448.2177582901221,96.44667645937535,758.4254254080486,1242.4516116417221,-500.56872548617025,568177.7135151229,505067.04590068385
2026-01-31,330886.53985654056,356347.7777094543,1280.731808770448,0.06417812175731978,330886.53985654056,357357.46304506384,5876.684863035275,87.87091294634627,9.31748891671528,2.8115981369384526,190112.3761238403,18148.96997166019,5500,4000,86656.35584223608,53684.11060209243,3.169967879430724,4.380719188507904,2.542112258545201,453.03746695665734,96.50857412482434,719.0947499800674,1238.13062901603,-530.938513141827,567542.8956987767,506347.7777094543
2026-02-28,332441.3457025573,344468.09573373926,-11879.681975715037,0.4698909320067328,332441.3457025573,359036.6533587619,5825.527194741944,87.88367912901394,9.355293060823593,2.7610278101624774,190811.24503946412,17820.854606514175,5500,4000,85874.66548253581,52810.0719878195,3.128822016972768,4.328435735644695,2.4988862304623156,481.8036829017876,96.96205916324588,776.1213999690515,1244.8576358919304,-468.7362359228789,568316.0111850931,494468.09573373926
2026-03-31,333671.396431473,345481.940949948,1013.8452162087196,0.37000533923245693,333671.396431473,360365.1081459909,5890.1487794077875,87.80012385923912,9.414658055934089,2.7852180848267953,191557.35614121024,17408.28314747209,5500,4000,84811.12837695422,53314.968184550875,3.04805741880971,4.2361931911229975,2.460492062829946,469.53410339756454,97.32082395917963,721.9119277797938,1246.6781417454988,-589.3877986315483,568482.5248084273,495481.940949948
2026-04-30,334765.2330943789,347135.7276247375,1653.7866747895023,0.32781852882931434,334765.2330943789,361546.4517419292,5977.693163616802,87.6642002573665,9.512553607605547,2.823246135027947,192312.34210070857,17011.843450252243,5500,4000,84328.72603886283,51755.690099595704,3.0099356375301665,4.234002017205504,2.404599040903005,485.56202875188353,97.63985965252719,767.200406302629,1245.9984466933963,-566.3424245997818,569093.9591332418,497135.7276247375
2026-05-31,334849.9725913384,348479.6135894011,1343.885964663641,0.025313111572620096,334849.9725913384,361637.9703986455,6023.223337451502,87.5325938146723,9.621560719095115,2.845845466232585,192530.67308832952,16657.6616031925,5500,4000,85153.72899610366,51660.44861927938,2.9002546988432503,4.191007201673525,2.3180063149821057,496.3172513897715,97.66457533914036,779.8014874715795,1240.2453808650826,-505.9740672282028,570003.7015874421,498479.6135894011
2026-06-30,335911.11087560427,350865.8797411906,2386.2661517894594,0.31689961807489575,335911.11087560427,362783.9997456526,6003.420979904586,87.5130751957811,9.666916690460917,2.8200081137579875,193051.66475946456,16319.256485844242,5500,4000,84647.19872866232,51633.83006420266,2.8746727852688503,4.105992447380483,2.2874154403884095,480.56037785079764,97.97407400538458,756.9991134203168,1240.4349953463995,-483.43588192608274,570558.3096042667,500865.8797411906
2026-07-31,339210.505849383,353368.7277248639,2502.8479836733313,0.9822226377622154,339210.505849383,366347.3463173337,6060.196783498664,87.45720313815633,9.726630518408296,2.816166343435365,194777.7267573045,15939.398343969693,5500,4000,84374.01269910758,53232.85005919972,2.7680540303279395,4.017052713946919,2.2637668202206336,468.90173499537116,98.93639753940339,760.4142223302609,1246.2929071283938,-542.6544883922116,573584.5185484906,503368.7277248639
2026-08-31,339704.20181471715,356708.76695718325,3340.0392323193373,0.145542651781348,339704.20181471715,366880.5379598945,6039.576751803224,87.56315462573015,9.634737706429545,2.8021076678403136,194890.49058185934,15584.44521709391,5500,4000,85645.41795543407,53084.086480550606,2.712430090026732,3.9892319525568545,2.223923791364358,468.22145239397275,99.08039219595918,741.3140376356539,1248.389933172488,-507.0758955368342,575349.6197701512,506708.76695718325
