date,country,business_line,product,balance_type,loan_balance_m,deposit_balance_m,interest_rate_pct,ecb_rate_pct,daily_interest_income_m,daily_interest_expense_m,daily_nii_m,stage_1_share_pct,stage_2_share_pct,stage_3_share_pct,rwa_m,deposit_change_1d_m,deposit_change_1d_pct,deposit_change_7d_m,deposit_change_7d_pct,deposit_change_30d_m,deposit_change_30d_pct,anomaly_flag,anomaly_type,source_month_end_date
2026-01-01,Belgium,Corporate,Corporate Loan,Asset,17195.297804,0.000000,4.569696,3.240149,2.152802,0.000000,2.152802,84.023955,13.008045,2.968001,10706.975963,,,,,,,0,,2026-01-31
2026-01-01,Belgium,Private Banking,Lombard Loan,Asset,4286.429835,0.000000,4.819696,3.240149,0.566008,0.000000,0.566008,89.248646,8.004951,2.746403,2344.750394,,,,,,,0,,2026-01-31
2026-01-01,Netherlands,Retail,Savings Deposit,Liability,0.000000,40579.921262,2.779339,3.240149,0.000000,3.090009,-3.090009,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Netherlands,Retail,Current Account,Liability,0.000000,28811.870429,1.879339,3.240149,0.000000,1.483487,-1.483487,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Netherlands,Retail,Term Deposit,Liability,0.000000,15285.824299,3.279339,3.240149,0.000000,1.373353,-1.373353,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Netherlands,Corporate,Corporate Current Account,Liability,0.000000,32160.242378,2.179339,3.240149,0.000000,1.920221,-1.920221,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Netherlands,Corporate,Corporate Term Deposit,Liability,0.000000,23335.262661,3.179339,3.240149,0.000000,2.032622,-2.032622,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Netherlands,Private Banking,Private Banking Cash,Liability,0.000000,22890.808880,2.479339,3.240149,0.000000,1.554906,-1.554906,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Germany,Retail,Savings Deposit,Liability,0.000000,19507.154172,2.829339,3.240149,0.000000,1.512119,-1.512119,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Germany,Retail,Current Account,Liability,0.000000,13838.829742,1.929339,3.240149,0.000000,0.731501,-0.731501,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Germany,Retail,Term Deposit,Liability,0.000000,7333.272200,3.329339,3.240149,0.000000,0.668903,-0.668903,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Germany,Corporate,Corporate Current Account,Liability,0.000000,15441.534010,2.229339,3.240149,0.000000,0.943134,-0.943134,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Germany,Corporate,Corporate Term Deposit,Liability,0.000000,11189.735838,3.229339,3.240149,0.000000,0.990012,-0.990012,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Germany,Private Banking,Private Banking Cash,Liability,0.000000,10971.229199,2.529339,3.240149,0.000000,0.760273,-0.760273,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,France,Retail,Savings Deposit,Liability,0.000000,16002.433528,2.859339,3.240149,0.000000,1.253599,-1.253599,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,France,Retail,Current Account,Liability,0.000000,11335.153404,1.959339,3.240149,0.000000,0.608477,-0.608477,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,France,Retail,Term Deposit,Liability,0.000000,5996.805374,3.359339,3.240149,0.000000,0.551926,-0.551926,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,France,Corporate,Corporate Current Account,Liability,0.000000,12641.098127,2.259339,3.240149,0.000000,0.782480,-0.782480,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,France,Corporate,Corporate Term Deposit,Liability,0.000000,9145.512748,3.259339,3.240149,0.000000,0.816666,-0.816666,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,France,Private Banking,Private Banking Cash,Liability,0.000000,8962.189066,2.559339,3.240149,0.000000,0.628419,-0.628419,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Belgium,Retail,Savings Deposit,Liability,0.000000,12433.115370,2.819339,3.240149,0.000000,0.960361,-0.960361,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Belgium,Retail,Current Account,Liability,0.000000,8793.374159,1.919339,3.240149,0.000000,0.462396,-0.462396,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Belgium,Retail,Term Deposit,Liability,0.000000,4646.020278,3.319339,3.240149,0.000000,0.422513,-0.422513,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Belgium,Corporate,Corporate Current Account,Liability,0.000000,9801.900332,2.219339,3.240149,0.000000,0.595993,-0.595993,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Belgium,Corporate,Corporate Term Deposit,Liability,0.000000,7082.900903,3.219339,3.240149,0.000000,0.624719,-0.624719,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-01,Belgium,Private Banking,Private Banking Cash,Liability,0.000000,6938.688898,2.519339,3.240149,0.000000,0.478929,-0.478929,,,,0.000000,,,,,,,0,,2026-01-31
2026-01-02,Netherlands,Retail,Mortgage,Asset,60735.615995,0.000000,3.762479,3.238866,6.260726,0.000000,6.260726,91.338811,6.003234,2.657956,32102.471300,,,,,,,0,,2026-01-31
2026-01-02,Netherlands,Retail,Consumer Loan,Asset,13363.536605,0.000000,5.962479,3.238866,2.183009,0.000000,2.183009,86.413034,10.720060,2.866906,8116.627032,,,,,,,0,,2026-01-31
2026-01-02,Netherlands,Corporate,Corporate Loan,Asset,59437.409195,0.000000,4.512479,3.238866,7.348222,0.000000,7.348222,85.965237,11.148862,2.885901,36538.250277,,,,,,,0,,2026-01-31
2026-01-02,Netherlands,Private Banking,Lombard Loan,Asset,14897.267046,0.000000,4.762479,3.238866,1.943779,0.000000,1.943779,90.443215,6.860838,2.695947,8083.127564,,,,,,,0,,2026-01-31
2026-01-02,Germany,Retail,Mortgage,Asset,31200.485487,0.000000,3.812479,3.238866,3.258937,0.000000,3.258937,90.642236,6.670260,2.687504,16571.098679,,,,,,,0,,2026-01-31
2026-01-02,Germany,Retail,Consumer Loan,Asset,6859.209554,0.000000,6.012479,3.238866,1.129886,0.000000,1.129886,85.169152,11.911178,2.919671,4200.869520,,,,,,,0,,2026-01-31
2026-01-02,Germany,Corporate,Corporate Loan,Asset,30496.692758,0.000000,4.562479,3.238866,3.812069,0.000000,3.812069,84.671598,12.387625,2.940777,18909.679593,,,,,,,0,,2026-01-31
2026-01-02,Germany,Private Banking,Lombard Loan,Asset,7629.807530,0.000000,4.812479,3.238866,1.005981,0.000000,1.005981,89.647130,7.623154,2.729716,4162.603480,,,,,,,0,,2026-01-31
2026-01-02,France,Retail,Mortgage,Asset,25840.057951,0.000000,3.842479,3.238866,2.720271,0.000000,2.720271,89.945662,7.337285,2.717053,13790.128211,,,,,,,0,,2026-01-31
2026-01-02,France,Retail,Consumer Loan,Asset,5672.024420,0.000000,6.042479,3.238866,0.938989,0.000000,0.938989,83.925269,13.102295,2.972436,3502.550264,,,,,,,0,,2026-01-31
2026-01-02,France,Corporate,Corporate Loan,Asset,25204.757009,0.000000,4.592479,3.238866,3.171297,0.000000,3.171297,83.377960,13.626387,2.995653,15762.514450,,,,,,,0,,2026-01-31
2026-01-02,France,Private Banking,Lombard Loan,Asset,6292.300651,0.000000,4.842479,3.238866,0.834804,0.000000,0.834804,88.851045,8.385469,2.763486,3451.648792,,,,,,,0,,2026-01-31
2026-01-02,Belgium,Retail,Mortgage,Asset,17659.636492,0.000000,3.802479,3.238866,1.839737,0.000000,1.839737,90.293949,7.003772,2.702278,9401.895007,,,,,,,0,,2026-01-31
2026-01-02,Belgium,Retail,Consumer Loan,Asset,3870.479142,0.000000,6.002479,3.238866,0.636506,0.000000,0.636506,84.547210,12.506737,2.946053,2380.258504,,,,,,,0,,2026-01-31
2026-01-02,Belgium,Corporate,Corporate Loan,Asset,17191.294849,0.000000,4.552479,3.238866,2.144192,0.000000,2.144192,84.024779,13.007006,2.968215,10705.322579,,,,,,,0,,2026-01-31
2026-01-02,Belgium,Private Banking,Lombard Loan,Asset,4285.336042,0.000000,4.802479,3.238866,0.563842,0.000000,0.563842,89.249088,8.004311,2.746601,2344.341047,,,,,,,0,,2026-01-31
2026-01-02,Netherlands,Retail,Savings Deposit,Liability,0.000000,40591.592411,2.765880,3.238866,0.000000,3.075930,-3.075930,,,,0.000000,11.671149,0.028761,,,,,0,,2026-01-31
2026-01-02,Netherlands,Retail,Current Account,Liability,0.000000,28819.940711,1.865880,3.238866,0.000000,1.473275,-1.473275,,,,0.000000,8.070282,0.028010,,,,,0,,2026-01-31
2026-01-02,Netherlands,Retail,Term Deposit,Liability,0.000000,15289.814764,3.265880,3.238866,0.000000,1.368074,-1.368074,,,,0.000000,3.990465,0.026106,,,,,0,,2026-01-31
2026-01-02,Netherlands,Corporate,Corporate Current Account,Liability,0.000000,32169.085447,2.165880,3.238866,0.000000,1.908887,-1.908887,,,,0.000000,8.843069,0.027497,,,,,0,,2026-01-31
2026-01-02,Netherlands,Corporate,Corporate Term Deposit,Liability,0.000000,23341.152950,3.165880,3.238866,0.000000,2.024528,-2.024528,,,,0.000000,5.890289,0.025242,,,,,0,,2026-01-31
2026-01-02,Netherlands,Private Banking,Private Banking Cash,Liability,0.000000,22896.366217,2.465880,3.238866,0.000000,1.546841,-1.546841,,,,0.000000,5.557337,0.024278,,,,,0,,2026-01-31
2026-01-02,Germany,Retail,Savings Deposit,Liability,0.000000,19512.078170,2.815880,3.238866,0.000000,1.505306,-1.505306,,,,0.000000,4.923998,0.025242,,,,,0,,2026-01-31
2026-01-02,Germany,Retail,Current Account,Liability,0.000000,13841.886169,1.915880,3.238866,0.000000,0.726559,-0.726559,,,,0.000000,3.056427,0.022086,,,,,0,,2026-01-31
2026-01-02,Germany,Retail,Term Deposit,Liability,0.000000,7334.614842,3.315880,3.238866,0.000000,0.666321,-0.666321,,,,0.000000,1.342642,0.018309,,,,,0,,2026-01-31
2026-01-02,Germany,Corporate,Corporate Current Account,Liability,0.000000,15444.758248,2.215880,3.238866,0.000000,0.937636,-0.937636,,,,0.000000,3.224238,0.020880,,,,,0,,2026-01-31
2026-01-02,Germany,Corporate,Corporate Term Deposit,Liability,0.000000,11191.634546,3.215880,3.238866,0.000000,0.986053,-0.986053,,,,0.000000,1.898709,0.016968,,,,,0,,2026-01-31
2026-01-02,Germany,Private Banking,Private Banking Cash,Liability,0.000000,10972.941639,2.515880,3.238866,0.000000,0.756345,-0.756345,,,,0.000000,1.712440,0.015608,,,,,0,,2026-01-31
2026-01-02,France,Retail,Savings Deposit,Liability,0.000000,16005.148870,2.845880,3.238866,0.000000,1.247910,-1.247910,,,,0.000000,2.715342,0.016968,,,,,0,,2026-01-31
2026-01-02,France,Retail,Current Account,Liability,0.000000,11336.613844,1.945880,3.238866,0.000000,0.604375,-0.604375,,,,0.000000,1.460440,0.012884,,,,,0,,2026-01-31
2026-01-02,France,Retail,Term Deposit,Liability,0.000000,5997.344148,3.345880,3.238866,0.000000,0.549764,-0.549764,,,,0.000000,0.538774,0.008984,,,,,0,,2026-01-31
2026-01-02,France,Corporate,Corporate Current Account,Liability,0.000000,12642.557706,2.245880,3.238866,0.000000,0.777909,-0.777909,,,,0.000000,1.459579,0.011546,,,,,0,,2026-01-31
2026-01-02,France,Corporate,Corporate Term Deposit,Liability,0.000000,9146.224761,3.245880,3.238866,0.000000,0.813357,-0.813357,,,,0.000000,0.712013,0.007785,,,,,0,,2026-01-31
2026-01-02,France,Private Banking,Private Banking Cash,Liability,0.000000,8962.785678,2.545880,3.238866,0.000000,0.625155,-0.625155,,,,0.000000,0.596611,0.006657,,,,,0,,2026-01-31
2026-01-02,Belgium,Retail,Savings Deposit,Liability,0.000000,12434.083335,2.805880,3.238866,0.000000,0.955850,-0.955850,,,,0.000000,0.967965,0.007785,,,,,0,,2026-01-31
2026-01-02,Belgium,Retail,Current Account,Liability,0.000000,8793.783562,1.905880,3.238866,0.000000,0.459175,-0.459175,,,,0.000000,0.409402,0.004656,,,,,0,,2026-01-31
2026-01-02,Belgium,Retail,Term Deposit,Liability,0.000000,4646.133438,3.305880,3.238866,0.000000,0.420810,-0.420810,,,,0.000000,0.113160,0.002436,,,,,0,,2026-01-31
2026-01-02,Belgium,Corporate,Corporate Current Account,Liability,0.000000,9802.273095,2.205880,3.238866,0.000000,0.592401,-0.592401,,,,0.000000,0.372762,0.003803,,,,,0,,2026-01-31
2026-01-02,Belgium,Corporate,Corporate Term Deposit,Liability,0.000000,7083.037967,3.205880,3.238866,0.000000,0.622120,-0.622120,,,,0.000000,0.137065,0.001935,,,,,0,,2026-01-31
2026-01-02,Belgium,Private Banking,Private Banking Cash,Liability,0.000000,6938.797430,2.505880,3.238866,0.000000,0.476378,-0.476378,,,,0.000000,0.108531,0.001564,,,,,0,,2026-01-31
2026-01-03,Netherlands,Retail,Mortgage,Asset,60736.795346,0.000000,3.745893,3.238021,6.233248,0.000000,6.233248,91.339098,6.002755,2.658147,32105.667525,,,,,,,0,,2026-01-31
2026-01-03,Netherlands,Retail,Consumer Loan,Asset,13363.686559,0.000000,5.945893,3.238021,2.176960,0.000000,2.176960,86.413683,10.719205,2.867112,8117.351084,,,,,,,0,,2026-01-31
2026-01-03,Netherlands,Corporate,Corporate Loan,Asset,59437.758199,0.000000,4.495893,3.238021,7.321256,0.000000,7.321256,85.965918,11.147973,2.886109,36541.307320,,,,,,,0,,2026-01-31
2026-01-03,Netherlands,Private Banking,Lombard Loan,Asset,14896.863969,0.000000,4.745893,3.238021,1.936957,0.000000,1.936957,90.443568,6.860291,2.696141,8083.553390,,,,,,,0,,2026-01-31
2026-01-03,Germany,Retail,Mortgage,Asset,31199.947227,0.000000,3.795893,3.238021,3.244703,0.000000,3.244703,90.642575,6.669728,2.687698,16572.135640,,,,,,,0,,2026-01-31
2026-01-03,Germany,Retail,Consumer Loan,Asset,6858.871789,0.000000,5.995893,3.238021,1.126714,0.000000,1.126714,85.169891,11.910228,2.919881,4200.988046,,,,,,,0,,2026-01-31
2026-01-03,Germany,Corporate,Corporate Loan,Asset,30494.820176,0.000000,4.545893,3.238021,3.797978,0.000000,3.797978,84.672374,12.386637,2.940989,18909.979248,,,,,,,0,,2026-01-31
2026-01-03,Germany,Private Banking,Lombard Loan,Asset,7628.935285,0.000000,4.795893,3.238021,1.002399,0.000000,1.002399,89.647541,7.622546,2.729913,4162.458021,,,,,,,0,,2026-01-31
2026-01-03,France,Retail,Mortgage,Asset,25837.455697,0.000000,3.825893,3.238021,2.708256,0.000000,2.708256,89.946051,7.336700,2.717249,13789.835915,,,,,,,0,,2026-01-31
2026-01-03,France,Retail,Consumer Loan,Asset,5671.221674,0.000000,6.025893,3.238021,0.936279,0.000000,0.936279,83.926099,13.101250,2.972650,3502.324028,,,,,,,0,,2026-01-31
2026-01-03,France,Corporate,Corporate Loan,Asset,25200.853962,0.000000,4.575893,3.238021,3.159354,0.000000,3.159354,83.378831,13.625300,2.995869,15761.282725,,,,,,,0,,2026-01-31
2026-01-03,France,Private Banking,Lombard Loan,Asset,6291.021275,0.000000,4.825893,3.238021,0.831775,0.000000,0.831775,88.851514,8.384800,2.763685,3451.219734,,,,,,,0,,2026-01-31
2026-01-03,Belgium,Retail,Mortgage,Asset,17656.242733,0.000000,3.785893,3.238021,1.831360,0.000000,1.831360,90.294313,7.003214,2.702473,9400.837125,,,,,,,0,,2026-01-31
2026-01-03,Belgium,Retail,Consumer Loan,Asset,3869.615984,0.000000,5.985893,3.238021,0.634606,0.000000,0.634606,84.547995,12.505739,2.946266,2379.911403,,,,,,,0,,2026-01-31
2026-01-03,Belgium,Corporate,Corporate Loan,Asset,17187.317594,0.000000,4.535893,3.238021,2.135886,0.000000,2.135886,84.025603,13.005969,2.968429,10703.669855,,,,,,,0,,2026-01-31
2026-01-03,Belgium,Private Banking,Lombard Loan,Asset,4284.252362,0.000000,4.785893,3.238021,0.561753,0.000000,0.561753,89.249528,8.003673,2.746799,2343.933855,,,,,,,0,,2026-01-31
2026-01-03,Netherlands,Retail,Savings Deposit,Liability,0.000000,40604.318371,2.752899,3.238021,0.000000,3.062455,-3.062455,,,,0.000000,12.725960,0.031351,,,,,0,,2026-01-31
2026-01-03,Netherlands,Retail,Current Account,Liability,0.000000,28828.739818,1.852899,3.238021,0.000000,1.463473,-1.463473,,,,0.000000,8.799107,0.030531,,,,,0,,2026-01-31
2026-01-03,Netherlands,Retail,Term Deposit,Liability,0.000000,15294.182279,3.252899,3.238021,0.000000,1.363026,-1.363026,,,,0.000000,4.367515,0.028565,,,,,0,,2026-01-31
2026-01-03,Netherlands,Corporate,Corporate Current Account,Liability,0.000000,32178.734957,2.152899,3.238021,0.000000,1.898016,-1.898016,,,,0.000000,9.649511,0.029996,,,,,0,,2026-01-31
2026-01-03,Netherlands,Corporate,Corporate Term Deposit,Liability,0.000000,23347.614528,3.152899,3.238021,0.000000,2.016786,-2.016786,,,,0.000000,6.461578,0.027683,,,,,0,,2026-01-31
2026-01-03,Netherlands,Private Banking,Private Banking Cash,Liability,0.000000,22902.480087,2.452899,3.238021,0.000000,1.539109,-1.539109,,,,0.000000,6.113870,0.026702,,,,,0,,2026-01-31
2026-01-03,Germany,Retail,Savings Deposit,Liability,0.000000,19517.479737,2.802899,3.238021,0.000000,1.498782,-1.498782,,,,0.000000,5.401568,0.027683,,,,,0,,2026-01-31
2026-01-03,Germany,Retail,Current Account,Liability,0.000000,13845.275101,1.902899,3.238021,0.000000,0.721813,-0.721813,,,,0.000000,3.388932,0.024483,,,,,0,,2026-01-31
2026-01-03,Germany,Retail,Term Deposit,Liability,0.000000,7336.131654,3.302899,3.238021,0.000000,0.663849,-0.663849,,,,0.000000,1.516812,0.020680,,,,,0,,2026-01-31
2026-01-03,Germany,Corporate,Corporate Current Account,Liability,0.000000,15448.351747,2.202899,3.238021,0.000000,0.932361,-0.932361,,,,0.000000,3.593499,0.023267,,,,,0,,2026-01-31
2026-01-03,Germany,Corporate,Corporate Term Deposit,Liability,0.000000,11193.798481,3.202899,3.238021,0.000000,0.982263,-0.982263,,,,0.000000,2.163935,0.019335,,,,,0,,2026-01-31
2026-01-03,Germany,Private Banking,Private Banking Cash,Liability,0.000000,10974.913853,2.502899,3.238021,0.000000,0.752578,-0.752578,,,,0.000000,1.972214,0.017973,,,,,0,,2026-01-31
2026-01-03,France,Retail,Savings Deposit,Liability,0.000000,16008.243512,2.832899,3.238021,0.000000,1.242459,-1.242459,,,,0.000000,3.094642,0.019335,,,,,0,,2026-01-31
2026-01-03,France,Retail,Current Account,Liability,0.000000,11338.342903,1.932899,3.238021,0.000000,0.600435,-0.600435,,,,0.000000,1.729059,0.015252,,,,,0,,2026-01-31
2026-01-03,France,Retail,Term Deposit,Liability,0.000000,5998.026244,3.332899,3.238021,0.000000,0.547694,-0.547694,,,,0.000000,0.682096,0.011373,,,,,0,,2026-01-31
2026-01-03,France,Corporate,Corporate Current Account,Liability,0.000000,12644.317419,2.232899,3.238021,0.000000,0.773520,-0.773520,,,,0.000000,1.759712,0.013919,,,,,0,,2026-01-31
2026-01-03,France,Corporate,Corporate Term Deposit,Liability,0.000000,9147.156360,3.232899,3.238021,0.000000,0.810187,-0.810187,,,,0.000000,0.931599,0.010186,,,,,0,,2026-01-31
2026-01-03,France,Private Banking,Private Banking Cash,Liability,0.000000,8963.598646,2.532899,3.238021,0.000000,0.622024,-0.622024,,,,0.000000,0.812968,0.009070,,,,,0,,2026-01-31
2026-01-03,Belgium,Retail,Savings Deposit,Liability,0.000000,12435.349822,2.792899,3.238021,0.000000,0.951525,-0.951525,,,,0.000000,1.266488,0.010186,,,,,0,,2026-01-31
2026-01-03,Belgium,Retail,Current Account,Liability,0.000000,8794.408030,1.892899,3.238021,0.000000,0.456080,-0.456080,,,,0.000000,0.624468,0.007101,,,,,0,,2026-01-31
2026-01-03,Belgium,Retail,Term Deposit,Liability,0.000000,4646.362965,3.292899,3.238021,0.000000,0.419178,-0.419178,,,,0.000000,0.229527,0.004940,,,,,0,,2026-01-31
2026-01-03,Belgium,Corporate,Corporate Current Account,Liability,0.000000,9802.887382,2.192899,3.238021,0.000000,0.588952,-0.588952,,,,0.000000,0.614287,0.006267,,,,,0,,2026-01-31
2026-01-03,Belgium,Corporate,Corporate Term Deposit,Liability,0.000000,7083.353985,3.192899,3.238021,0.000000,0.619628,-0.619628,,,,0.000000,0.316018,0.004462,,,,,0,,2026-01-31
2026-01-03,Belgium,Private Banking,Private Banking Cash,Liability,0.000000,6939.082845,2.492899,3.238021,0.000000,0.473930,-0.473930,,,,0.000000,0.285416,0.004113,,,,,0,,2026-01-31
2026-01-04,Netherlands,Retail,Mortgage,Asset,60738.781502,0.000000,3.729997,3.237455,6.206999,0.000000,6.206999,91.339384,6.002277,2.658339,32108.904788,,,,,,,0,,2026-01-31
2026-01-04,Netherlands,Retail,Consumer Loan,Asset,13364.004809,0.000000,5.929997,3.237455,2.171192,0.000000,2.171192,86.414330,10.718351,2.867319,8118.079917,,,,,,,0,,2026-01-31
2026-01-04,Netherlands,Corporate,Corporate Loan,Asset,59438.842925,0.000000,4.479997,3.237455,7.295503,0.000000,7.295503,85.966598,11.147085,2.886317,36544.377992,,,,,,,0,,2026-01-31
2026-01-04,Netherlands,Private Banking,Lombard Loan,Asset,14896.634344,0.000000,4.729997,3.237455,1.930439,0.000000,1.930439,90.443920,6.859745,2.696335,8083.976239,,,,,,,0,,2026-01-31
2026-01-04,Germany,Retail,Mortgage,Asset,31199.777262,0.000000,3.779997,3.237455,3.231098,0.000000,3.231098,90.642912,6.669196,2.687892,16573.169182,,,,,,,0,,2026-01-31
2026-01-04,Germany,Retail,Consumer Loan,Asset,6858.612060,0.000000,5.979997,3.237455,1.123684,0.000000,1.123684,85.170629,11.909279,2.920092,4201.103903,,,,,,,0,,2026-01-31
2026-01-04,Germany,Corporate,Corporate Loan,Asset,30493.291408,0.000000,4.529997,3.237455,3.784507,0.000000,3.784507,84.673149,12.385650,2.941201,18910.264916,,,,,,,0,,2026-01-31
2026-01-04,Germany,Private Banking,Lombard Loan,Asset,7628.147603,0.000000,4.779997,3.237455,0.998973,0.000000,0.998973,89.647952,7.621938,2.730110,4162.308650,,,,,,,0,,2026-01-31
2026-01-04,France,Retail,Mortgage,Asset,25835.140180,0.000000,3.809997,3.237455,2.696762,0.000000,2.696762,89.946440,7.336116,2.717445,13789.530865,,,,,,,0,,2026-01-31
2026-01-04,France,Retail,Consumer Loan,Asset,5670.482039,0.000000,6.009997,3.237455,0.933687,0.000000,0.933687,83.926929,13.100207,2.972865,3502.094652,,,,,,,0,,2026-01-31
2026-01-04,France,Corporate,Corporate Loan,Asset,25197.232778,0.000000,4.559997,3.237455,3.147926,0.000000,3.147926,83.379700,13.624215,2.996085,15760.037728,,,,,,,0,,2026-01-31
2026-01-04,France,Private Banking,Lombard Loan,Asset,6289.815032,0.000000,4.809997,3.237455,0.828877,0.000000,0.828877,88.851983,8.384132,2.763885,3450.789255,,,,,,,0,,2026-01-31
2026-01-04,Belgium,Retail,Mortgage,Asset,17653.051749,0.000000,3.769997,3.237455,1.823341,0.000000,1.823341,90.294676,7.002656,2.702668,9399.774058,,,,,,,0,,2026-01-31
2026-01-04,Belgium,Retail,Consumer Loan,Asset,3868.799102,0.000000,5.969997,3.237455,0.632787,0.000000,0.632787,84.548779,12.504743,2.946478,2379.564115,,,,,,,0,,2026-01-31
2026-01-04,Belgium,Corporate,Corporate Loan,Asset,17183.549147,0.000000,4.519997,3.237455,2.127934,0.000000,2.127934,84.026425,13.004932,2.968643,10702.018321,,,,,,,0,,2026-01-31
2026-01-04,Belgium,Private Banking,Lombard Loan,Asset,4283.224462,0.000000,4.769997,3.237455,0.559753,0.000000,0.559753,89.249967,8.003035,2.746997,2343.528950,,,,,,,0,,2026-01-31
2026-01-04,Netherlands,Retail,Savings Deposit,Liability,0.000000,40617.624389,2.740432,3.237455,0.000000,3.049585,-3.049585,,,,0.000000,13.306018,0.032770,,,,,0,,2026-01-31
2026-01-04,Netherlands,Retail,Current Account,Liability,0.000000,28837.930722,1.840432,3.237455,0.000000,1.454089,-1.454089,,,,0.000000,9.190904,0.031881,,,,,0,,2026-01-31
2026-01-04,Netherlands,Retail,Term Deposit,Liability,0.000000,15298.748110,3.240432,3.237455,0.000000,1.358207,-1.358207,,,,0.000000,4.565830,0.029853,,,,,0,,2026-01-31
